date,close,open,high,low,volume,change
8-Jan-19,2574.41,"2,568.11","2,579.82","2,547.56",-,0.97%
9-Jan-19,2584.96,"2,580.00","2,595.32","2,568.89",-,0.41%
10-Jan-19,2596.64,"2,573.51","2,597.82","2,562.02",-,0.45%
11-Jan-19,2596.26,"2,588.11","2,596.27","2,577.40",-,-0.01%
14-Jan-19,2582.61,"2,580.31","2,589.32","2,570.41",-,-0.53%
15-Jan-19,2610.30,"2,585.10","2,613.08","2,585.10",-,1.07%
16-Jan-19,2616.10,"2,614.75","2,625.76","2,612.68",-,0.22%
17-Jan-19,2635.96,"2,609.28","2,645.06","2,606.36",-,0.76%
18-Jan-19,2670.71,"2,651.27","2,675.47","2,647.58",-,1.32%
22-Jan-19,2632.90,"2,657.88","2,657.88","2,617.27",-,-1.42%
23-Jan-19,2638.70,"2,643.48","2,653.19","2,612.86",-,0.22%
24-Jan-19,2642.33,"2,638.84","2,647.20","2,627.01",-,0.14%
25-Jan-19,2664.76,"2,657.44","2,672.38","2,657.33",-,0.85%
28-Jan-19,2643.85,"2,644.97","2,644.97","2,624.06",-,-0.78%
29-Jan-19,2640.00,"2,644.89","2,650.93","2,631.05",-,-0.15%
30-Jan-19,2681.05,"2,653.62","2,690.44","2,648.34",-,1.55%
31-Jan-19,2704.10,"2,685.49","2,708.95","2,678.65",-,0.86%
1-Feb-19,2706.53,"2,702.32","2,716.66","2,696.88",-,0.09%
4-Feb-19,2724.87,"2,706.49","2,724.99","2,698.75",-,0.68%
5-Feb-19,2737.70,"2,728.34","2,738.98","2,724.03",-,0.47%
6-Feb-19,2731.61,"2,735.05","2,738.08","2,724.15",-,-0.22%
7-Feb-19,2706.05,"2,717.53","2,719.32","2,687.26",-,-0.94%
8-Feb-19,2707.88,"2,692.36","2,708.07","2,681.83",-,0.07%
11-Feb-19,2709.80,"2,712.40","2,718.05","2,703.79",-,0.07%
12-Feb-19,2744.73,"2,722.61","2,748.19","2,722.61",-,1.29%
13-Feb-19,2753.03,"2,750.30","2,761.85","2,748.63",-,0.30%
14-Feb-19,2745.73,"2,743.50","2,757.90","2,731.23",-,-0.27%
15-Feb-19,2775.60,"2,760.24","2,775.66","2,760.24",-,1.09%
19-Feb-19,2779.76,"2,769.28","2,787.33","2,767.29",-,0.15%
20-Feb-19,2784.70,"2,779.05","2,789.88","2,774.06",-,0.18%
21-Feb-19,2774.88,"2,780.24","2,781.58","2,764.55",-,-0.35%
22-Feb-19,2792.67,"2,780.67","2,794.20","2,779.11",-,0.64%
25-Feb-19,2796.11,"2,804.35","2,813.49","2,794.99",-,0.12%
26-Feb-19,2793.90,"2,792.36","2,803.12","2,789.47",-,-0.08%
27-Feb-19,2792.38,"2,787.50","2,795.76","2,775.13",-,-0.05%
28-Feb-19,2784.49,"2,788.11","2,793.73","2,782.51",-,-0.28%
1-Mar-19,2803.69,"2,798.22","2,808.02","2,787.38",-,0.69%
4-Mar-19,2792.81,"2,814.37","2,816.88","2,767.66",-,-0.39%
5-Mar-19,2789.65,"2,794.41","2,796.44","2,782.97",-,-0.11%
6-Mar-19,2771.45,"2,790.27","2,790.27","2,768.69",-,-0.65%
7-Mar-19,2748.93,"2,766.53","2,767.25","2,739.09",-,-0.81%
8-Mar-19,2743.07,"2,730.79","2,744.13","2,722.27",-,-0.21%
11-Mar-19,2783.30,"2,747.61","2,784.00","2,747.61",-,1.47%
12-Mar-19,2791.52,"2,787.34","2,798.32","2,786.73",-,0.30%
13-Mar-19,2810.92,"2,799.78","2,821.24","2,799.78",-,0.69%
14-Mar-19,2808.48,"2,810.38","2,815.00","2,803.46",-,-0.09%
15-Mar-19,2822.48,"2,810.79","2,830.73","2,810.79",-,0.50%
18-Mar-19,2832.94,"2,822.61","2,835.41","2,821.99",-,0.37%
19-Mar-19,2832.57,"2,840.76","2,852.42","2,823.27",-,-0.01%
20-Mar-19,2824.23,"2,831.34","2,843.54","2,812.43",-,-0.29%
21-Mar-19,2854.88,"2,819.72","2,860.31","2,817.38",-,1.09%
22-Mar-19,2800.71,"2,844.52","2,846.16","2,800.47",-,-1.90%
25-Mar-19,2798.36,"2,796.01","2,809.79","2,785.02",-,-0.08%
26-Mar-19,2818.46,"2,812.66","2,829.87","2,803.99",-,0.72%
27-Mar-19,2805.37,"2,819.72","2,825.56","2,787.72",-,-0.46%
28-Mar-19,2815.44,"2,809.40","2,819.71","2,798.77",-,0.36%
29-Mar-19,2834.40,"2,828.27","2,836.03","2,819.23",-,0.67%
1-Apr-19,2867.19,"2,848.63","2,869.40","2,848.63",-,1.16%
2-Apr-19,2867.24,"2,868.24","2,872.90","2,858.75",-,0.00%
3-Apr-19,2873.40,"2,876.09","2,885.25","2,865.17",-,0.21%
4-Apr-19,2879.39,"2,873.99","2,881.28","2,867.14",-,0.21%
5-Apr-19,2892.74,"2,884.16","2,893.24","2,882.99",-,0.46%
8-Apr-19,2895.77,"2,888.46","2,895.95","2,880.78",-,0.10%
9-Apr-19,2878.20,"2,886.58","2,886.88","2,873.33",-,-0.61%
10-Apr-19,2888.21,"2,881.37","2,889.71","2,879.13",-,0.35%
11-Apr-19,2888.32,"2,891.92","2,893.42","2,881.99",-,0.00%
12-Apr-19,2907.41,"2,900.86","2,910.54","2,898.37",-,0.66%
15-Apr-19,2905.58,"2,908.32","2,909.60","2,896.48",-,-0.06%
16-Apr-19,2907.06,"2,912.26","2,916.06","2,900.71",-,0.05%
17-Apr-19,2900.45,"2,916.04","2,918.00","2,895.45",-,-0.23%
18-Apr-19,2905.03,"2,904.81","2,908.40","2,891.90",-,0.16%
22-Apr-19,2907.97,"2,898.78","2,909.51","2,896.35",-,0.10%
23-Apr-19,2933.68,"2,909.99","2,936.31","2,908.53",-,0.88%
24-Apr-19,2927.25,"2,934.00","2,936.83","2,926.05",-,-0.22%
25-Apr-19,2926.17,"2,928.99","2,933.10","2,912.84",-,-0.04%
26-Apr-19,2939.88,"2,925.81","2,939.88","2,917.56",-,0.47%
29-Apr-19,2943.03,"2,940.58","2,949.52","2,939.35",-,0.11%
30-Apr-19,2945.83,"2,937.14","2,948.22","2,924.11",-,0.10%
1-May-19,2923.73,"2,952.33","2,954.13","2,923.36",-,-0.75%
2-May-19,2917.52,"2,922.16","2,931.68","2,900.50",-,-0.21%
3-May-19,2945.64,"2,929.21","2,947.85","2,929.21",-,0.96%
6-May-19,2932.47,"2,908.89","2,937.32","2,898.21",-,-0.45%
7-May-19,2884.05,"2,913.03","2,913.03","2,862.60",-,-1.65%
8-May-19,2879.42,"2,879.61","2,897.96","2,873.28",-,-0.16%
9-May-19,2870.72,"2,859.84","2,875.97","2,836.40",-,-0.30%
10-May-19,2881.40,"2,863.10","2,891.31","2,825.39",-,0.37%
13-May-19,2811.87,"2,840.19","2,840.19","2,801.43",-,-2.41%
14-May-19,2834.41,"2,820.12","2,852.54","2,820.12",-,0.80%
15-May-19,2850.96,"2,820.38","2,858.68","2,815.08",-,0.58%
16-May-19,2876.32,"2,855.80","2,892.15","2,855.80",-,0.89%
17-May-19,2859.53,"2,858.60","2,885.48","2,854.23",-,-0.58%
20-May-19,2840.23,"2,841.94","2,853.86","2,831.29",-,-0.67%
21-May-19,2864.36,"2,854.02","2,868.88","2,854.02",-,0.85%
22-May-19,2856.27,"2,856.06","2,865.47","2,851.11",-,-0.28%
23-May-19,2822.24,"2,836.70","2,836.70","2,805.49",-,-1.19%
24-May-19,2826.06,"2,832.41","2,841.36","2,820.19",-,0.14%
28-May-19,2802.39,"2,830.03","2,840.51","2,801.58",-,-0.84%
29-May-19,2783.02,"2,790.25","2,792.03","2,766.06",-,-0.69%
30-May-19,2788.86,"2,786.94","2,799.00","2,776.74",-,0.21%
31-May-19,2752.06,"2,766.15","2,768.98","2,750.52",-,-1.32%
3-Jun-19,2744.45,"2,751.53","2,763.07","2,728.81",-,-0.28%
4-Jun-19,2803.27,"2,762.64","2,804.49","2,762.64",-,2.14%
5-Jun-19,2826.15,"2,818.09","2,827.28","2,800.92",-,0.82%
6-Jun-19,2843.49,"2,828.51","2,852.10","2,822.45",-,0.61%
7-Jun-19,2873.34,"2,852.87","2,884.97","2,852.87",-,1.05%
10-Jun-19,2886.73,"2,885.83","2,904.77","2,885.51",-,0.47%
11-Jun-19,2885.72,"2,903.27","2,910.61","2,878.53",-,-0.03%
12-Jun-19,2879.84,"2,882.73","2,888.57","2,874.68",-,-0.20%
13-Jun-19,2891.64,"2,886.24","2,895.24","2,881.99",-,0.41%
14-Jun-19,2886.98,"2,886.82","2,894.45","2,879.62",-,-0.16%
17-Jun-19,2889.67,"2,889.75","2,897.27","2,887.30",-,0.09%
18-Jun-19,2917.75,"2,906.71","2,930.79","2,905.44",-,0.97%
19-Jun-19,2926.46,"2,920.55","2,931.74","2,911.43",-,0.30%
20-Jun-19,2954.18,"2,949.60","2,958.06","2,931.50",-,0.95%
21-Jun-19,2950.46,"2,952.71","2,964.15","2,946.87",-,-0.13%
24-Jun-19,2945.35,"2,951.42","2,954.92","2,944.05",-,-0.17%
25-Jun-19,2917.38,"2,945.78","2,946.52","2,916.01",-,-0.95%
26-Jun-19,2913.78,"2,926.07","2,932.59","2,912.99",-,-0.12%
27-Jun-19,2924.92,"2,919.66","2,929.30","2,918.57",-,0.38%
28-Jun-19,2941.76,"2,932.94","2,943.98","2,929.05",-,0.58%
1-Jul-19,2964.33,"2,971.41","2,977.93","2,952.22",-,0.77%
2-Jul-19,2973.01,"2,964.66","2,973.21","2,955.92",-,0.29%
3-Jul-19,2995.82,"2,978.08","2,995.84","2,977.96",-,0.77%
5-Jul-19,2990.41,"2,984.25","2,994.03","2,967.97",-,-0.18%
8-Jul-19,2975.95,"2,979.77","2,980.76","2,970.09",-,-0.48%
9-Jul-19,2979.63,"2,965.52","2,981.90","2,963.44",-,0.12%
10-Jul-19,2993.07,"2,989.30","3,002.98","2,984.62",-,0.45%
11-Jul-19,2999.91,"2,999.62","3,002.33","2,988.80",-,0.23%
12-Jul-19,3013.77,"3,003.36","3,013.92","3,001.87",-,0.46%
15-Jul-19,3014.30,"3,017.80","3,017.80","3,008.77",-,0.02%
16-Jul-19,3004.04,"3,012.13","3,015.02","3,001.15",-,-0.34%
17-Jul-19,2984.42,"3,005.10","3,005.26","2,984.25",-,-0.65%
18-Jul-19,2995.11,"2,978.87","2,998.28","2,973.09",-,0.36%
19-Jul-19,2976.61,"3,004.26","3,006.02","2,975.86",-,-0.62%
22-Jul-19,2985.03,"2,981.93","2,990.71","2,976.65",-,0.28%
23-Jul-19,3005.47,"2,994.74","3,005.90","2,988.56",-,0.68%
24-Jul-19,3019.56,"2,998.77","3,019.59","2,996.82",-,0.47%
25-Jul-19,3003.67,"3,016.26","3,016.31","2,997.24",-,-0.53%
26-Jul-19,3025.86,"3,013.25","3,027.98","3,012.59",-,0.74%
29-Jul-19,3020.97,"3,024.47","3,025.61","3,014.30",-,-0.16%
30-Jul-19,3013.18,"3,007.66","3,017.19","3,000.94",-,-0.26%
31-Jul-19,2980.38,"3,016.22","3,017.40","2,958.08",-,-1.09%
1-Aug-19,2953.56,"2,980.32","3,013.59","2,945.23",-,-0.90%
2-Aug-19,2932.05,"2,943.90","2,945.50","2,914.11",-,-0.73%
5-Aug-19,2844.74,"2,898.07","2,898.07","2,822.12",-,-2.98%
6-Aug-19,2881.77,"2,861.18","2,884.40","2,847.42",-,1.30%
7-Aug-19,2883.98,"2,858.65","2,892.17","2,825.71",-,0.08%
8-Aug-19,2938.09,"2,896.21","2,938.72","2,894.47",-,1.88%
9-Aug-19,2918.65,"2,930.51","2,935.75","2,900.15",-,-0.66%
12-Aug-19,2883.75,"2,907.07","2,907.58","2,873.14",-,-1.20%
13-Aug-19,2926.32,"2,880.72","2,943.31","2,877.05",-,1.48%
14-Aug-19,2840.60,"2,894.15","2,894.15","2,839.64",-,-2.93%
15-Aug-19,2847.60,"2,846.20","2,856.67","2,825.51",-,0.25%
16-Aug-19,2888.68,"2,864.74","2,893.63","2,864.74",-,1.44%
19-Aug-19,2923.65,"2,913.48","2,931.00","2,913.48",-,1.21%
20-Aug-19,2900.51,"2,919.01","2,923.63","2,899.60",-,-0.79%
21-Aug-19,2924.43,"2,922.04","2,928.73","2,917.91",-,0.82%
22-Aug-19,2922.95,"2,930.94","2,939.08","2,904.51",-,-0.05%
23-Aug-19,2847.11,"2,911.07","2,927.01","2,834.97",-,-2.59%
26-Aug-19,2878.38,"2,866.70","2,879.27","2,856.00",-,1.10%
27-Aug-19,2869.16,"2,893.14","2,898.79","2,860.59",-,-0.32%
28-Aug-19,2887.94,"2,861.28","2,890.03","2,853.05",-,0.65%
29-Aug-19,2924.58,"2,910.37","2,930.50","2,905.67",-,1.27%
30-Aug-19,2926.46,"2,937.09","2,940.43","2,913.32",-,0.06%
3-Sep-19,2906.27,"2,909.01","2,914.39","2,891.85",-,-0.69%
4-Sep-19,2937.78,"2,924.67","2,938.84","2,921.86",-,1.08%
5-Sep-19,2976.00,"2,960.60","2,985.86","2,960.60",-,1.30%
6-Sep-19,2978.71,"2,980.33","2,985.03","2,972.51",-,0.09%
9-Sep-19,2978.43,"2,988.43","2,989.43","2,969.39",-,-0.01%
10-Sep-19,2979.39,"2,971.01","2,979.39","2,957.01",-,0.03%
11-Sep-19,3000.93,"2,981.41","3,000.93","2,975.31",-,0.72%
12-Sep-19,3009.57,"3,009.08","3,020.74","3,000.92",-,0.29%
13-Sep-19,3007.39,"3,012.21","3,017.33","3,002.90",-,-0.07%
16-Sep-19,2997.96,"2,996.41","3,002.19","2,990.67",-,-0.31%
17-Sep-19,3005.70,"2,995.67","3,006.21","2,993.73",-,0.26%
18-Sep-19,3006.73,"3,001.50","3,007.83","2,978.57",-,0.03%
19-Sep-19,3006.79,"3,010.36","3,021.99","3,003.16",-,0.00%
20-Sep-19,2992.07,"3,008.42","3,016.37","2,984.68",-,-0.49%
23-Sep-19,2991.78,"2,983.50","2,999.15","2,982.23",-,-0.01%
24-Sep-19,2966.60,"3,002.43","3,007.98","2,957.73",-,-0.84%
25-Sep-19,2984.87,"2,968.35","2,989.82","2,952.86",-,0.62%
26-Sep-19,2977.62,"2,985.73","2,987.28","2,963.71",-,-0.24%
27-Sep-19,2961.79,"2,985.47","2,987.31","2,945.53",-,-0.53%
30-Sep-19,2976.74,"2,967.07","2,983.85","2,967.07",-,0.50%
1-Oct-19,2940.25,"2,983.69","2,992.53","2,938.70",-,-1.23%
2-Oct-19,2887.61,"2,924.78","2,924.78","2,874.93",-,-1.79%
3-Oct-19,2910.63,"2,885.38","2,911.13","2,855.94",-,0.80%
4-Oct-19,2952.01,"2,918.56","2,953.74","2,918.56",-,1.42%
7-Oct-19,2938.79,"2,944.23","2,959.75","2,935.68",-,-0.45%
8-Oct-19,2893.06,"2,920.40","2,925.47","2,892.66",-,-1.56%
9-Oct-19,2919.40,"2,911.10","2,929.32","2,907.41",-,0.91%
10-Oct-19,2938.13,"2,918.55","2,948.46","2,917.12",-,0.64%
11-Oct-19,2970.27,"2,963.07","2,993.28","2,963.07",-,1.09%
14-Oct-19,2966.15,"2,965.81","2,972.84","2,962.94",-,-0.14%
15-Oct-19,2995.68,"2,973.61","3,003.28","2,973.61",-,1.00%
16-Oct-19,2989.69,"2,989.68","2,997.54","2,985.20",-,-0.20%
17-Oct-19,2997.95,"3,000.77","3,008.29","2,991.79",-,0.28%
18-Oct-19,2986.20,"2,996.84","3,000.00","2,976.31",-,-0.39%
21-Oct-19,3006.72,"2,996.48","3,007.33","2,995.35",-,0.69%
22-Oct-19,2995.99,"3,010.73","3,014.57","2,995.04",-,-0.36%
23-Oct-19,3004.52,"2,994.01","3,004.78","2,991.21",-,0.28%
24-Oct-19,3010.29,"3,014.78","3,016.07","3,000.42",-,0.19%
25-Oct-19,3022.55,"3,003.32","3,027.39","3,001.94",-,0.41%
28-Oct-19,3039.42,"3,032.12","3,044.08","3,032.12",-,0.56%
29-Oct-19,3036.89,"3,035.39","3,047.87","3,034.81",-,-0.08%
30-Oct-19,3046.77,"3,039.74","3,050.10","3,025.96",-,0.33%
31-Oct-19,3037.56,"3,046.90","3,046.90","3,023.19",-,-0.30%
1-Nov-19,3066.91,"3,050.72","3,066.95","3,050.72",-,0.97%
4-Nov-19,3078.27,"3,078.96","3,085.20","3,074.87",-,0.37%
5-Nov-19,3074.62,"3,080.80","3,083.95","3,072.15",-,-0.12%
6-Nov-19,3076.78,"3,075.10","3,078.34","3,065.89",-,0.07%
7-Nov-19,3085.18,"3,087.02","3,097.77","3,080.23",-,0.27%
8-Nov-19,3093.08,"3,081.25","3,093.09","3,073.58",-,0.26%
11-Nov-19,3087.01,"3,080.33","3,088.33","3,075.82",-,-0.20%
12-Nov-19,3091.84,"3,089.28","3,102.61","3,084.73",-,0.16%
13-Nov-19,3094.04,"3,084.18","3,098.06","3,078.80",-,0.07%
14-Nov-19,3096.63,"3,090.75","3,098.20","3,083.26",-,0.08%
15-Nov-19,3120.46,"3,107.92","3,120.46","3,104.60",-,0.77%
18-Nov-19,3122.03,"3,117.91","3,124.17","3,112.06",-,0.05%
19-Nov-19,3120.18,"3,127.45","3,127.64","3,113.47",-,-0.06%
20-Nov-19,3108.46,"3,114.66","3,118.97","3,091.41",-,-0.38%
21-Nov-19,3103.54,"3,108.49","3,110.11","3,094.55",-,-0.16%
22-Nov-19,3110.29,"3,111.41","3,112.87","3,099.26",-,0.22%
25-Nov-19,3133.64,"3,117.44","3,133.83","3,117.44",-,0.75%
26-Nov-19,3140.52,"3,134.85","3,142.69","3,131.00",-,0.22%
27-Nov-19,3153.63,"3,145.49","3,154.26","3,143.41",-,0.42%
29-Nov-19,3140.98,"3,147.18","3,150.30","3,139.34",-,-0.40%
2-Dec-19,3113.87,"3,143.85","3,144.31","3,110.78",-,-0.86%
3-Dec-19,3093.20,"3,087.41","3,094.97","3,070.33",-,-0.66%
4-Dec-19,3112.76,"3,103.50","3,119.38","3,102.53",-,0.63%
5-Dec-19,3117.43,"3,119.21","3,119.45","3,103.76",-,0.15%
6-Dec-19,3145.91,"3,134.62","3,150.60","3,134.62",-,0.91%
9-Dec-19,3135.96,"3,141.86","3,148.87","3,135.46",-,-0.32%
10-Dec-19,3132.52,"3,135.36","3,142.12","3,126.09",-,-0.11%
11-Dec-19,3141.63,"3,135.75","3,143.98","3,133.21",-,0.29%
12-Dec-19,3168.57,"3,141.23","3,176.28","3,138.47",-,0.86%
13-Dec-19,3168.80,"3,166.65","3,182.68","3,156.51",-,0.01%
16-Dec-19,3191.45,"3,183.63","3,197.71","3,183.63",-,0.71%
17-Dec-19,3192.52,"3,195.40","3,198.22","3,191.03",-,0.03%
18-Dec-19,3191.14,"3,195.21","3,198.48","3,191.14",-,-0.04%
19-Dec-19,3205.37,"3,192.32","3,205.48","3,192.32",-,0.45%
20-Dec-19,3221.22,"3,223.33","3,225.65","3,216.03",-,0.49%
23-Dec-19,3224.01,"3,226.05","3,227.78","3,222.30",-,0.09%
24-Dec-19,3223.38,"3,225.45","3,226.43","3,220.51",-,-0.02%
26-Dec-19,3239.91,"3,227.20","3,240.08","3,227.20",-,0.51%
27-Dec-19,3240.02,"3,247.23","3,247.93","3,234.37",-,0.00%
30-Dec-19,3221.29,"3,240.09","3,240.92","3,216.57",-,-0.58%
31-Dec-19,3230.78,"3,215.18","3,231.72","3,212.03",-,0.29%
2-Jan-20,3257.85,"3,244.67","3,258.14","3,235.53",-,0.84%
3-Jan-20,3234.85,"3,226.36","3,246.15","3,222.34",-,-0.71%
6-Jan-20,3246.28,"3,217.55","3,246.84","3,214.64",-,0.35%
7-Jan-20,3237.18,"3,241.86","3,244.91","3,232.43",-,-0.28%
8-Jan-20,3253.05,"3,238.59","3,267.07","3,236.67",-,0.49%
9-Jan-20,3274.70,"3,266.03","3,275.58","3,263.67",-,0.67%
10-Jan-20,3265.35,"3,281.81","3,282.99","3,260.86",-,-0.29%
13-Jan-20,3288.13,"3,271.13","3,288.13","3,268.43",-,0.70%
14-Jan-20,3283.15,"3,285.35","3,294.25","3,277.19",-,-0.15%
15-Jan-20,3289.29,"3,282.27","3,298.66","3,280.69",-,0.19%
16-Jan-20,3316.81,"3,302.97","3,317.11","3,302.82",-,0.84%
17-Jan-20,3329.62,"3,323.66","3,329.88","3,318.86",-,0.39%
21-Jan-20,3320.79,"3,321.03","3,329.79","3,316.61",-,-0.27%
22-Jan-20,3321.75,"3,330.02","3,337.77","3,320.04",-,0.03%
23-Jan-20,3325.54,"3,315.77","3,326.88","3,301.87",-,0.11%
24-Jan-20,3295.47,"3,333.10","3,333.18","3,281.53",-,-0.90%
27-Jan-20,3243.63,"3,247.16","3,258.85","3,234.50",-,-1.57%
28-Jan-20,3276.24,"3,255.35","3,285.78","3,253.22",-,1.01%
29-Jan-20,3273.40,"3,289.46","3,293.47","3,271.89",-,-0.09%
30-Jan-20,3283.66,"3,256.45","3,285.91","3,242.80",-,0.31%
31-Jan-20,3225.52,"3,282.33","3,282.33","3,214.68",-,-1.77%
3-Feb-20,3248.92,"3,235.66","3,268.44","3,235.66",-,0.73%
4-Feb-20,3297.59,"3,280.61","3,306.92","3,280.61",-,1.50%
5-Feb-20,3334.69,"3,324.91","3,337.58","3,313.75",-,1.13%
6-Feb-20,3345.78,"3,344.92","3,347.96","3,334.39",-,0.33%
7-Feb-20,3327.71,"3,335.54","3,341.42","3,322.12",-,-0.54%
10-Feb-20,3352.09,"3,318.28","3,352.26","3,317.77",-,0.73%
11-Feb-20,3357.75,"3,365.87","3,375.63","3,352.72",-,0.17%
12-Feb-20,3379.45,"3,370.50","3,381.47","3,369.72",-,0.65%
13-Feb-20,3373.94,"3,365.90","3,385.09","3,360.52",-,-0.16%
14-Feb-20,3380.16,"3,378.08","3,380.69","3,366.15",-,0.18%
18-Feb-20,3370.29,"3,369.04","3,375.01","3,355.61",-,-0.29%
19-Feb-20,3386.15,"3,380.39","3,393.52","3,378.83",-,0.47%
20-Feb-20,3373.23,"3,380.45","3,389.15","3,341.02",-,-0.38%
21-Feb-20,3337.75,"3,360.50","3,360.76","3,328.45",-,-1.05%
24-Feb-20,3225.89,"3,257.61","3,259.81","3,214.65",-,-3.35%
25-Feb-20,3128.21,"3,238.94","3,246.99","3,118.77",-,-3.03%
26-Feb-20,3116.39,"3,139.90","3,182.51","3,108.99",-,-0.38%
27-Feb-20,2978.76,"3,062.54","3,097.07","2,977.39",-,-4.42%
28-Feb-20,2954.22,"2,916.90","2,959.72","2,855.84",-,-0.82%
2-Mar-20,3090.23,"2,974.28","3,090.96","2,945.19",-,4.60%
3-Mar-20,3003.37,"3,096.46","3,136.72","2,976.63",-,-2.81%
4-Mar-20,3130.12,"3,045.75","3,130.97","3,034.38",-,4.22%
5-Mar-20,3023.94,"3,075.70","3,083.04","2,999.83",-,-3.39%
6-Mar-20,2972.37,"2,954.20","2,985.93","2,901.54",-,-1.71%
9-Mar-20,2746.56,"2,863.89","2,863.89","2,734.43",-,-7.60%
10-Mar-20,2882.23,"2,813.48","2,882.59","2,734.00",-,4.94%
11-Mar-20,2741.38,"2,825.60","2,825.60","2,707.22",-,-4.89%
12-Mar-20,2480.64,"2,630.86","2,660.95","2,478.86",-,-9.51%
13-Mar-20,2711.02,"2,569.99","2,711.33","2,492.37",-,9.29%
16-Mar-20,2386.13,"2,508.59","2,562.98","2,380.94",-,-11.98%
17-Mar-20,2529.19,"2,425.66","2,553.93","2,367.04",-,6.00%
18-Mar-20,2398.10,"2,436.50","2,453.57","2,280.52",-,-5.18%
19-Mar-20,2409.39,"2,393.48","2,466.97","2,319.78",-,0.47%
20-Mar-20,2304.92,"2,431.94","2,453.01","2,295.56",-,-4.34%
23-Mar-20,2237.40,"2,290.71","2,300.73","2,191.86",-,-2.93%
24-Mar-20,2447.33,"2,344.44","2,449.71","2,344.44",-,9.38%
25-Mar-20,2475.56,"2,457.77","2,571.42","2,407.53",-,1.15%
26-Mar-20,2630.07,"2,501.29","2,637.01","2,500.72",-,6.24%
27-Mar-20,2541.47,"2,555.87","2,615.91","2,520.02",-,-3.37%
30-Mar-20,2626.65,"2,558.98","2,631.80","2,545.28",-,3.35%
31-Mar-20,2584.59,"2,614.69","2,641.39","2,571.15",-,-1.60%
1-Apr-20,2470.50,"2,498.08","2,522.75","2,447.49",-,-4.41%
2-Apr-20,2526.90,"2,458.54","2,533.22","2,455.79",-,2.28%
3-Apr-20,2488.65,"2,514.92","2,538.18","2,459.96",-,-1.51%
6-Apr-20,2663.68,"2,578.28","2,676.85","2,574.57",-,7.03%
7-Apr-20,2659.41,"2,738.65","2,756.89","2,657.67",-,-0.16%
8-Apr-20,2749.98,"2,685.00","2,760.75","2,663.30",-,3.41%
9-Apr-20,2789.82,"2,776.99","2,818.57","2,762.36",-,1.45%
13-Apr-20,2761.63,"2,782.46","2,782.46","2,721.17",-,-1.01%
14-Apr-20,2846.06,"2,805.10","2,851.85","2,805.10",-,3.06%
15-Apr-20,2783.36,"2,795.64","2,801.88","2,761.54",-,-2.20%
16-Apr-20,2799.55,"2,799.34","2,806.51","2,764.32",-,0.58%
17-Apr-20,2874.56,"2,842.43","2,879.22","2,830.88",-,2.68%
20-Apr-20,2823.16,"2,845.62","2,868.98","2,820.43",-,-1.79%
21-Apr-20,2736.56,"2,784.81","2,785.54","2,727.10",-,-3.07%
22-Apr-20,2799.31,"2,787.89","2,815.10","2,775.95",-,2.29%
23-Apr-20,2797.80,"2,810.42","2,844.90","2,794.26",-,-0.05%
24-Apr-20,2836.74,"2,812.64","2,842.71","2,791.76",-,1.39%
27-Apr-20,2878.48,"2,854.65","2,887.72","2,852.89",-,1.47%
28-Apr-20,2863.39,"2,909.96","2,921.15","2,860.71",-,-0.52%
29-Apr-20,2939.51,"2,918.46","2,954.86","2,912.16",-,2.66%
30-Apr-20,2912.43,"2,930.91","2,930.91","2,892.47",-,-0.92%
1-May-20,2830.71,"2,869.09","2,869.09","2,821.61",-,-2.81%
4-May-20,2842.74,"2,815.01","2,844.24","2,797.85",-,0.42%
5-May-20,2868.44,"2,868.88","2,898.23","2,863.55",-,0.90%
6-May-20,2848.42,"2,883.14","2,891.11","2,847.65",-,-0.70%
7-May-20,2881.19,"2,878.26","2,901.92","2,876.48",-,1.15%
8-May-20,2929.80,"2,908.83","2,932.16","2,902.88",-,1.69%
11-May-20,2930.32,"2,915.46","2,944.25","2,903.44",-,0.02%
12-May-20,2870.12,"2,939.50","2,945.82","2,869.59",-,-2.05%
13-May-20,2820.00,"2,865.86","2,874.14","2,793.15",-,-1.75%
14-May-20,2852.50,"2,794.54","2,852.80","2,766.64",-,1.15%
15-May-20,2863.70,"2,829.95","2,865.01","2,816.78",-,0.39%
18-May-20,2953.91,"2,913.86","2,968.09","2,913.86",-,3.15%
19-May-20,2922.94,"2,948.59","2,964.21","2,922.35",-,-1.05%
20-May-20,2971.61,"2,953.63","2,980.29","2,953.63",-,1.67%
21-May-20,2948.51,"2,969.95","2,978.50","2,938.57",-,-0.78%
22-May-20,2955.45,"2,948.05","2,956.76","2,933.59",-,0.24%
26-May-20,2991.77,"3,004.08","3,021.72","2,988.17",-,1.23%
27-May-20,3036.13,"3,015.65","3,036.25","2,969.75",-,1.48%
28-May-20,3029.73,"3,046.61","3,068.67","3,023.40",-,-0.21%
29-May-20,3044.31,"3,025.17","3,049.17","2,998.61",-,0.48%
1-Jun-20,3055.73,"3,038.78","3,062.18","3,031.54",-,0.38%
2-Jun-20,3080.82,"3,064.78","3,081.07","3,051.64",-,0.82%
3-Jun-20,3122.87,"3,098.90","3,130.94","3,098.90",-,1.36%
4-Jun-20,3112.35,"3,111.56","3,128.91","3,090.41",-,-0.34%
5-Jun-20,3193.93,"3,163.84","3,211.72","3,163.84",-,2.62%
